Country,Item,Year,Value
South Africa,"Citrus, Other",2006,11
South Africa,"Citrus, Other",2007,11
South Africa,"Citrus, Other",2008,11
South Africa,"Citrus, Other",2009,10
South Africa,"Citrus, Other",2010,10
South Africa,"Citrus, Other",2011,11
South Africa,"Citrus, Other",2012,11
South Africa,"Citrus, Other",2013,11
South Africa,Bananas,2004,280
South Africa,Bananas,2005,352
South Africa,Bananas,2006,344
South Africa,Bananas,2007,346
South Africa,Bananas,2008,393
South Africa,Bananas,2009,371
South Africa,Bananas,2010,393
South Africa,Bananas,2011,385
South Africa,Bananas,2012,371
South Africa,Bananas,2013,420
South Africa,Apples and products,2004,765
South Africa,Apples and products,2005,680
South Africa,Apples and products,2006,640
South Africa,Apples and products,2007,708
South Africa,Apples and products,2008,771
South Africa,Apples and products,2009,818
South Africa,Apples and products,2010,724
South Africa,Apples and products,2011,781
South Africa,Apples and products,2012,796
South Africa,Apples and products,2013,904
South Africa,Pineapples and products,2004,164
South Africa,Pineapples and products,2005,181
South Africa,Pineapples and products,2006,166
South Africa,Pineapples and products,2007,160
South Africa,Pineapples and products,2008,145
South Africa,Pineapples and products,2009,123
South Africa,Pineapples and products,2010,94
South Africa,Pineapples and products,2011,103
South Africa,Pineapples and products,2012,109
South Africa,Pineapples and products,2013,101
South Africa,Grapes and products (excl wine),2004,1762
South Africa,Grapes and products (excl wine),2005,1683
South Africa,Grapes and products (excl wine),2006,1757
South Africa,Grapes and products (excl wine),2007,1812
South Africa,Grapes and products (excl wine),2008,1865
South Africa,Grapes and products (excl wine),2009,1749
South Africa,Grapes and products (excl wine),2010,1743
South Africa,Grapes and products (excl wine),2011,1680
South Africa,Grapes and products (excl wine),2012,1841
South Africa,Grapes and products (excl wine),2013,1980
South Africa,"Fruits, Other",2004,916
South Africa,"Fruits, Other",2005,883
South Africa,"Fruits, Other",2006,852
South Africa,"Fruits, Other",2007,858
South Africa,"Fruits, Other",2008,906
South Africa,"Fruits, Other",2009,821
South Africa,"Fruits, Other",2010,873
South Africa,"Fruits, Other",2011,855
South Africa,"Fruits, Other",2012,891
South Africa,"Fruits, Other",2013,914
South Africa,Tea (including mate),2004,4
South Africa,Tea (including mate),2005,22
South Africa,Tea (including mate),2006,3
South Africa,Tea (including mate),2007,4
South Africa,Tea (including mate),2008,3
South Africa,Tea (including mate),2009,2
South Africa,Tea (including mate),2010,2
South Africa,Tea (including mate),2011,2
South Africa,Tea (including mate),2012,1
South Africa,Tea (including mate),2013,1
South Africa,Pimento,2004,12
South Africa,Pimento,2005,12
South Africa,Pimento,2006,13
South Africa,Pimento,2007,11
South Africa,Pimento,2008,11
South Africa,Pimento,2009,11
South Africa,Pimento,2010,14
South Africa,Pimento,2011,15
South Africa,Pimento,2012,17
South Africa,Pimento,2013,17
South Africa,Wine,2004,928
South Africa,Wine,2005,841
South Africa,Wine,2006,940
South Africa,Wine,2007,978
South Africa,Wine,2008,1016
South Africa,Wine,2009,999
South Africa,Wine,2010,933
South Africa,Wine,2011,973
South Africa,Wine,2012,1057
South Africa,Wine,2013,1098
South Africa,Beer,2004,2526
South Africa,Beer,2005,2509
South Africa,Beer,2006,2469
South Africa,Beer,2007,2469
South Africa,Beer,2008,2622
South Africa,Beer,2009,2890
South Africa,Beer,2010,2497
South Africa,Beer,2011,2845
South Africa,Beer,2012,3150
South Africa,Beer,2013,3150
South Africa,"Beverages, Fermented",2004,30
South Africa,"Beverages, Fermented",2005,30
South Africa,"Beverages, Fermented",2006,30
South Africa,"Beverages, Fermented",2007,30
South Africa,"Beverages, Fermented",2008,30
South Africa,"Beverages, Fermented",2009,30
South Africa,"Beverages, Fermented",2010,30
South Africa,"Beverages, Fermented",2011,30
South Africa,"Beverages, Fermented",2012,40
South Africa,"Beverages, Fermented",2013,64
South Africa,"Beverages, Alcoholic",2004,376
South Africa,"Beverages, Alcoholic",2005,374
South Africa,"Beverages, Alcoholic",2006,396
South Africa,"Beverages, Alcoholic",2007,427
South Africa,"Beverages, Alcoholic",2008,335
South Africa,"Beverages, Alcoholic",2009,392
South Africa,"Beverages, Alcoholic",2010,350
South Africa,"Beverages, Alcoholic",2011,374
South Africa,"Beverages, Alcoholic",2012,356
South Africa,"Beverages, Alcoholic",2013,371
South Africa,"Alcohol, Non-Food",2004,175
South Africa,"Alcohol, Non-Food",2005,179
South Africa,"Alcohol, Non-Food",2006,188
South Africa,"Alcohol, Non-Food",2007,202
South Africa,"Alcohol, Non-Food",2008,315
South Africa,"Alcohol, Non-Food",2009,197
South Africa,"Alcohol, Non-Food",2010,172
South Africa,"Alcohol, Non-Food",2011,186
South Africa,"Alcohol, Non-Food",2012,196
South Africa,"Alcohol, Non-Food",2013,201
South Africa,Bovine Meat,2004,655
South Africa,Bovine Meat,2005,705
South Africa,Bovine Meat,2006,804
South Africa,Bovine Meat,2007,805
South Africa,Bovine Meat,2008,783
South Africa,Bovine Meat,2009,771
South Africa,Bovine Meat,2010,848
South Africa,Bovine Meat,2011,829
South Africa,Bovine Meat,2012,844
South Africa,Bovine Meat,2013,953
South Africa,Mutton & Goat Meat,2004,156
South Africa,Mutton & Goat Meat,2005,152
South Africa,Mutton & Goat Meat,2006,154
South Africa,Mutton & Goat Meat,2007,135
South Africa,Mutton & Goat Meat,2008,172
South Africa,Mutton & Goat Meat,2009,183
South Africa,Mutton & Goat Meat,2010,176
South Africa,Mutton & Goat Meat,2011,166
South Africa,Mutton & Goat Meat,2012,178
South Africa,Mutton & Goat Meat,2013,213
South Africa,Pigmeat,2004,145
South Africa,Pigmeat,2005,147
South Africa,Pigmeat,2006,151
South Africa,Pigmeat,2007,225
South Africa,Pigmeat,2008,296
South Africa,Pigmeat,2009,313
South Africa,Pigmeat,2010,204
South Africa,Pigmeat,2011,203
South Africa,Pigmeat,2012,211
South Africa,Pigmeat,2013,216
South Africa,Poultry Meat,2004,912
South Africa,Poultry Meat,2005,955
South Africa,Poultry Meat,2006,977
South Africa,Poultry Meat,2007,1132
South Africa,Poultry Meat,2008,1334
South Africa,Poultry Meat,2009,1394
South Africa,Poultry Meat,2010,1478
South Africa,Poultry Meat,2011,1492
South Africa,Poultry Meat,2012,1496
South Africa,Poultry Meat,2013,1679
South Africa,"Meat, Other",2004,21
South Africa,"Meat, Other",2005,21
South Africa,"Meat, Other",2006,23
South Africa,"Meat, Other",2007,32
South Africa,"Meat, Other",2008,40
South Africa,"Meat, Other",2009,42
South Africa,"Meat, Other",2010,45
South Africa,"Meat, Other",2011,48
South Africa,"Meat, Other",2012,50
South Africa,"Meat, Other",2013,50
South Africa,"Offals, Edible",2004,186
South Africa,"Offals, Edible",2005,193
South Africa,"Offals, Edible",2006,204
South Africa,"Offals, Edible",2007,215
South Africa,"Offals, Edible",2008,226
South Africa,"Offals, Edible",2009,233
South Africa,"Offals, Edible",2010,241
South Africa,"Offals, Edible",2011,240
South Africa,"Offals, Edible",2012,241
South Africa,"Offals, Edible",2013,241
South Africa,"Butter, Ghee",2004,13
South Africa,"Butter, Ghee",2005,15
South Africa,"Butter, Ghee",2006,17
South Africa,"Butter, Ghee",2007,18
South Africa,"Butter, Ghee",2008,18
South Africa,"Butter, Ghee",2009,18
South Africa,"Butter, Ghee",2010,18
South Africa,"Butter, Ghee",2011,17
South Africa,"Butter, Ghee",2012,18
South Africa,"Butter, Ghee",2013,20
South Africa,Cream,2004,3
South Africa,Cream,2005,3
South Africa,Cream,2006,3
South Africa,Cream,2007,3
South Africa,Cream,2008,4
South Africa,Cream,2009,5
South Africa,Cream,2010,3
South Africa,Cream,2011,3
South Africa,Cream,2012,3
South Africa,Cream,2013,3
South Africa,"Fats, Animals, Raw",2004,27
South Africa,"Fats, Animals, Raw",2005,28
South Africa,"Fats, Animals, Raw",2006,29
South Africa,"Fats, Animals, Raw",2007,30
South Africa,"Fats, Animals, Raw",2008,30
South Africa,"Fats, Animals, Raw",2009,30
South Africa,"Fats, Animals, Raw",2010,30
South Africa,"Fats, Animals, Raw",2011,30
South Africa,"Fats, Animals, Raw",2012,31
South Africa,"Fats, Animals, Raw",2013,33
South Africa,"Fish, Body Oil",2004,7
South Africa,"Fish, Body Oil",2005,6
South Africa,"Fish, Body Oil",2006,5
South Africa,"Fish, Body Oil",2007,5
South Africa,"Fish, Body Oil",2008,6
South Africa,"Fish, Body Oil",2009,6
South Africa,"Fish, Body Oil",2010,8
South Africa,"Fish, Body Oil",2011,4
South Africa,"Fish, Body Oil",2012,6
South Africa,"Fish, Body Oil",2013,1
South Africa,"Fish, Liver Oil",2004,0
South Africa,"Fish, Liver Oil",2005,0
South Africa,"Fish, Liver Oil",2006,0
South Africa,"Fish, Liver Oil",2007,0
South Africa,"Fish, Liver Oil",2008,1
South Africa,"Fish, Liver Oil",2009,1
South Africa,"Fish, Liver Oil",2010,0
South Africa,"Fish, Liver Oil",2011,0
South Africa,"Fish, Liver Oil",2012,0
South Africa,"Fish, Liver Oil",2013,0
South Africa,Eggs,2004,357
South Africa,Eggs,2005,366
South Africa,Eggs,2006,414
South Africa,Eggs,2007,438
South Africa,Eggs,2008,473
South Africa,Eggs,2009,450
South Africa,Eggs,2010,473
South Africa,Eggs,2011,511
South Africa,Eggs,2012,535
South Africa,Eggs,2013,514
South Africa,Milk - Excluding Butter,2004,2699
South Africa,Milk - Excluding Butter,2005,2871
South Africa,Milk - Excluding Butter,2006,2971
South Africa,Milk - Excluding Butter,2007,3066
South Africa,Milk - Excluding Butter,2008,3137
South Africa,Milk - Excluding Butter,2009,3104
South Africa,Milk - Excluding Butter,2010,3233
South Africa,Milk - Excluding Butter,2011,3256
South Africa,Milk - Excluding Butter,2012,3368
South Africa,Milk - Excluding Butter,2013,3260
South Africa,Freshwater Fish,2004,2
South Africa,Freshwater Fish,2005,2
South Africa,Freshwater Fish,2006,2
South Africa,Freshwater Fish,2007,2
South Africa,Freshwater Fish,2008,2
South Africa,Freshwater Fish,2009,2
South Africa,Freshwater Fish,2010,2
South Africa,Freshwater Fish,2011,3
South Africa,Freshwater Fish,2012,3
South Africa,Freshwater Fish,2013,3
South Africa,Demersal Fish,2004,200
South Africa,Demersal Fish,2005,189
South Africa,Demersal Fish,2006,169
South Africa,Demersal Fish,2007,176
South Africa,Demersal Fish,2008,166
South Africa,Demersal Fish,2009,140
South Africa,Demersal Fish,2010,148
South Africa,Demersal Fish,2011,172
South Africa,Demersal Fish,2012,164
South Africa,Demersal Fish,2013,162
South Africa,Pelagic Fish,2004,655
South Africa,Pelagic Fish,2005,603
South Africa,Pelagic Fish,2006,429
South Africa,Pelagic Fish,2007,480
South Africa,Pelagic Fish,2008,460
South Africa,Pelagic Fish,2009,353
South Africa,Pelagic Fish,2010,460
South Africa,Pelagic Fish,2011,343
South Africa,Pelagic Fish,2012,524
South Africa,Pelagic Fish,2013,237
South Africa,"Marine Fish, Other",2004,11
South Africa,"Marine Fish, Other",2005,10
South Africa,"Marine Fish, Other",2006,9
South Africa,"Marine Fish, Other",2007,7
South Africa,"Marine Fish, Other",2008,6
South Africa,"Marine Fish, Other",2009,5
South Africa,"Marine Fish, Other",2010,5
South Africa,"Marine Fish, Other",2011,5
South Africa,"Marine Fish, Other",2012,4
South Africa,"Marine Fish, Other",2013,6
South Africa,Crustaceans,2004,4
South Africa,Crustaceans,2005,4
South Africa,Crustaceans,2006,3
South Africa,Crustaceans,2007,4
South Africa,Crustaceans,2008,2
South Africa,Crustaceans,2009,3
South Africa,Crustaceans,2010,4
South Africa,Crustaceans,2011,3
South Africa,Crustaceans,2012,3
South Africa,Crustaceans,2013,3
South Africa,Cephalopods,2004,18
South Africa,Cephalopods,2005,11
South Africa,Cephalopods,2006,7
South Africa,Cephalopods,2007,10
South Africa,Cephalopods,2008,9
South Africa,Cephalopods,2009,10
South Africa,Cephalopods,2010,10
South Africa,Cephalopods,2011,9
South Africa,Cephalopods,2012,7
South Africa,Cephalopods,2013,3
South Africa,"Molluscs, Other",2004,2
South Africa,"Molluscs, Other",2005,2
South Africa,"Molluscs, Other",2006,2
South Africa,"Molluscs, Other",2007,2
South Africa,"Molluscs, Other",2008,2
South Africa,"Molluscs, Other",2009,2
South Africa,"Molluscs, Other",2010,2
South Africa,"Molluscs, Other",2011,2
South Africa,"Molluscs, Other",2012,2
South Africa,"Molluscs, Other",2013,2
South Africa,"Aquatic Animals, Others",2004,0
South Africa,"Aquatic Animals, Others",2005,0
South Africa,"Aquatic Animals, Others",2006,0
South Africa,"Aquatic Animals, Others",2007,0
South Africa,"Aquatic Animals, Others",2008,0
South Africa,"Aquatic Animals, Others",2009,0
South Africa,"Aquatic Animals, Others",2010,0
South Africa,"Aquatic Animals, Others",2011,0
South Africa,"Aquatic Animals, Others",2012,0
South Africa,"Aquatic Animals, Others",2013,0
South Africa,Aquatic Plants,2004,26
South Africa,Aquatic Plants,2005,10
South Africa,Aquatic Plants,2006,13
South Africa,Aquatic Plants,2007,15
South Africa,Aquatic Plants,2008,13
South Africa,Aquatic Plants,2009,13
South Africa,Aquatic Plants,2010,14
South Africa,Aquatic Plants,2011,14
South Africa,Aquatic Plants,2012,18
South Africa,Aquatic Plants,2013,15
Sudan,Wheat and products,2012,324
Sudan,Wheat and products,2013,265
Sudan,Rice (Milled Equivalent),2012,16
Sudan,Rice (Milled Equivalent),2013,17
Sudan,Maize and products,2012,51
Sudan,Maize and products,2013,43
Sudan,Millet and products,2012,378
Sudan,Millet and products,2013,359
Sudan,Sorghum and products,2012,1883
Sudan,Sorghum and products,2013,4524
Sudan,Cassava and products,2012,15
Sudan,Cassava and products,2013,15
Sudan,Potatoes and products,2012,339
Sudan,Potatoes and products,2013,343
Sudan,Sweet potatoes,2012,243
Sudan,Sweet potatoes,2013,243
Sudan,Yams,2012,155
Sudan,Yams,2013,155
Sudan,Sugar cane,2012,6173
Sudan,Sugar cane,2013,6798
Sudan,Sugar (Raw Equivalent),2012,1476
Sudan,Sugar (Raw Equivalent),2013,1524
Sudan,Honey,2012,1
Sudan,Honey,2013,1
Sudan,Beans,2012,14
Sudan,Beans,2013,14
Sudan,"Pulses, Other and products",2012,302
Sudan,"Pulses, Other and products",2013,342
Sudan,Groundnuts (Shelled Eq),2012,722
Sudan,Groundnuts (Shelled Eq),2013,1237
Sudan,Sunflower seed,2012,92
Sudan,Sunflower seed,2013,86
Sudan,Cottonseed,2012,116
Sudan,Cottonseed,2013,30
Sudan,Sesame seed,2012,187
Sudan,Sesame seed,2013,562
Sudan,"Oilcrops, Other",2012,112
Sudan,"Oilcrops, Other",2013,103
Sudan,Groundnut Oil,2012,154
Sudan,Groundnut Oil,2013,158
Sudan,Sunflowerseed Oil,2012,27
Sudan,Sunflowerseed Oil,2013,26
Sudan,Cottonseed Oil,2012,14
Sudan,Cottonseed Oil,2013,5
Sudan,Sesameseed Oil,2012,42
Sudan,Sesameseed Oil,2013,31
Sudan,"Oilcrops Oil, Other",2012,18
Sudan,"Oilcrops Oil, Other",2013,18
Sudan,Tomatoes and products,2012,529
Sudan,Tomatoes and products,2013,530
Sudan,Onions,2012,1036
Sudan,Onions,2013,1100
Sudan,"Vegetables, Other",2012,1434
Sudan,"Vegetables, Other",2013,1481
Sudan,"Oranges, Mandarines",2012,147
Sudan,"Oranges, Mandarines",2013,148
Sudan,"Lemons, Limes and products",2012,240
Sudan,"Lemons, Limes and products",2013,242
Sudan,Grapefruit and products,2012,196
Sudan,Grapefruit and products,2013,198
Sudan,Bananas,2012,750
Sudan,Bananas,2013,758
Sudan,Pineapples and products,2012,7
Sudan,Pineapples and products,2013,7
Sudan,Dates,2012,434
Sudan,Dates,2013,438
Sudan,"Fruits, Other",2012,1162
Sudan,"Fruits, Other",2013,1168
Sudan,Pimento,2012,10
Sudan,Pimento,2013,10
Sudan,"Beverages, Fermented",2012,636
Sudan,"Beverages, Fermented",2013,735
Sudan,"Beverages, Alcoholic",2012,18
Sudan,"Beverages, Alcoholic",2013,20
Sudan,Bovine Meat,2012,396
Sudan,Bovine Meat,2013,413
Sudan,Mutton & Goat Meat,2012,369
Sudan,Mutton & Goat Meat,2013,380
Sudan,Poultry Meat,2012,45
Sudan,Poultry Meat,2013,46
Sudan,"Meat, Other",2012,194
Sudan,"Meat, Other",2013,194
Sudan,"Offals, Edible",2012,182
Sudan,"Offals, Edible",2013,187
Sudan,"Butter, Ghee",2012,10
Sudan,"Butter, Ghee",2013,10
Sudan,"Fats, Animals, Raw",2012,26
Sudan,"Fats, Animals, Raw",2013,27
Sudan,Eggs,2012,39
Sudan,Eggs,2013,40
Sudan,Milk - Excluding Butter,2012,5623
Sudan,Milk - Excluding Butter,2013,5660
Sudan,Freshwater Fish,2012,31
Sudan,Freshwater Fish,2013,31
Sudan,Demersal Fish,2012,0
Sudan,Demersal Fish,2013,0
Sudan,Pelagic Fish,2012,0
Sudan,Pelagic Fish,2013,0
Sudan,"Marine Fish, Other",2012,5
Sudan,"Marine Fish, Other",2013,5
Sudan,Wheat and products,2004,435
Sudan,Wheat and products,2005,416
Sudan,Wheat and products,2006,669
Sudan,Wheat and products,2007,803
Sudan,Wheat and products,2008,587
Sudan,Wheat and products,2009,642
Sudan,Wheat and products,2010,403
Sudan,Wheat and products,2011,292
Sudan,Rice (Milled Equivalent),2004,24
Sudan,Rice (Milled Equivalent),2005,13
Sudan,Rice (Milled Equivalent),2006,17
Sudan,Rice (Milled Equivalent),2007,15
Sudan,Rice (Milled Equivalent),2008,20
Sudan,Rice (Milled Equivalent),2009,15
Sudan,Rice (Milled Equivalent),2010,16
Sudan,Rice (Milled Equivalent),2011,17
Sudan,Barley and products,2004,0
Sudan,Barley and products,2005,0
Sudan,Barley and products,2006,0
Sudan,Barley and products,2007,0
Sudan,Barley and products,2008,0
Sudan,Barley and products,2009,0
Sudan,Barley and products,2010,0
Sudan,Barley and products,2011,0
Sudan,Maize and products,2004,60
Sudan,Maize and products,2005,10
Sudan,Maize and products,2006,109
Sudan,Maize and products,2007,70
Sudan,Maize and products,2008,62
Sudan,Maize and products,2009,66
Sudan,Maize and products,2010,35
Sudan,Maize and products,2011,42
Sudan,Millet and products,2004,281
Sudan,Millet and products,2005,745
Sudan,Millet and products,2006,675
Sudan,Millet and products,2007,796
Sudan,Millet and products,2008,721
Sudan,Millet and products,2009,630
Sudan,Millet and products,2010,471
Sudan,Millet and products,2011,634
Sudan,Sorghum and products,2004,2704
Sudan,Sorghum and products,2005,5002
Sudan,Sorghum and products,2006,4327
Sudan,Sorghum and products,2007,4999
Sudan,Sorghum and products,2008,3869
Sudan,Sorghum and products,2009,4192
Sudan,Sorghum and products,2010,2630
Sudan,Sorghum and products,2011,4605
Sudan,Cassava and products,2004,11
Sudan,Cassava and products,2005,11
Sudan,Cassava and products,2006,10
Sudan,Cassava and products,2007,10
Sudan,Cassava and products,2008,10
Sudan,Cassava and products,2009,13
Sudan,Cassava and products,2010,14
Sudan,Cassava and products,2011,16
Sudan,Potatoes and products,2004,336
Sudan,Potatoes and products,2005,385
Sudan,Potatoes and products,2006,252
Sudan,Potatoes and products,2007,264
Sudan,Potatoes and products,2008,284
Sudan,Potatoes and products,2009,301
Sudan,Potatoes and products,2010,315
Sudan,Potatoes and products,2011,336
Sudan,Sweet potatoes,2004,161
Sudan,Sweet potatoes,2005,177
Sudan,Sweet potatoes,2006,222
Sudan,Sweet potatoes,2007,133
Sudan,Sweet potatoes,2008,147
Sudan,Sweet potatoes,2009,216
Sudan,Sweet potatoes,2010,225
Sudan,Sweet potatoes,2011,170
Sudan,Yams,2004,137
Sudan,Yams,2005,138
Sudan,Yams,2006,137
Sudan,Yams,2007,143
Sudan,Yams,2008,148
Sudan,Yams,2009,149
Sudan,Yams,2010,156
Sudan,Yams,2011,184
Sudan,Sugar cane,2004,6984
Sudan,Sugar cane,2005,7186
Sudan,Sugar cane,2006,7000
Sudan,Sugar cane,2007,7467
Sudan,Sugar cane,2008,7453
Sudan,Sugar cane,2009,7527
Sudan,Sugar cane,2010,6728
Sudan,Sugar cane,2011,6055
Sudan,Sugar (Raw Equivalent),2004,792
Sudan,Sugar (Raw Equivalent),2005,721
Sudan,Sugar (Raw Equivalent),2006,612
Sudan,Sugar (Raw Equivalent),2007,728
Sudan,Sugar (Raw Equivalent),2008,745
Sudan,Sugar (Raw Equivalent),2009,752
Sudan,Sugar (Raw Equivalent),2010,621
Sudan,Sugar (Raw Equivalent),2011,719
Sudan,Honey,2004,1
Sudan,Honey,2005,1
Sudan,Honey,2006,1
Sudan,Honey,2007,1
Sudan,Honey,2008,1
Sudan,Honey,2009,1
Sudan,Honey,2010,1
Sudan,Honey,2011,1
Sudan,Beans,2004,14
Sudan,Beans,2005,15
Sudan,Beans,2006,16
Sudan,Beans,2007,16
Sudan,Beans,2008,17
Sudan,Beans,2009,12
Sudan,Beans,2010,14
Sudan,Beans,2011,15
Sudan,"Pulses, Other and products",2004,264
Sudan,"Pulses, Other and products",2005,205
Sudan,"Pulses, Other and products",2006,263
Sudan,"Pulses, Other and products",2007,271
Sudan,"Pulses, Other and products",2008,311
Sudan,"Pulses, Other and products",2009,238
Sudan,"Pulses, Other and products",2010,276
Sudan,"Pulses, Other and products",2011,304
Sudan,Groundnuts (Shelled Eq),2004,553
Sudan,Groundnuts (Shelled Eq),2005,364
Sudan,Groundnuts (Shelled Eq),2006,388
Sudan,Groundnuts (Shelled Eq),2007,395
Sudan,Groundnuts (Shelled Eq),2008,501
Sudan,Groundnuts (Shelled Eq),2009,659
Sudan,Groundnuts (Shelled Eq),2010,534
Sudan,Groundnuts (Shelled Eq),2011,829
Sudan,Sunflower seed,2004,7
Sudan,Sunflower seed,2005,12
Sudan,Sunflower seed,2006,44
Sudan,Sunflower seed,2007,73
Sudan,Sunflower seed,2008,100
Sudan,Sunflower seed,2009,247
Sudan,Sunflower seed,2010,46
Sudan,Sunflower seed,2011,124
Sudan,Cottonseed,2004,155
Sudan,Cottonseed,2005,202
Sudan,Cottonseed,2006,163
Sudan,Cottonseed,2007,156
Sudan,Cottonseed,2008,70
Sudan,Cottonseed,2009,110
Sudan,Cottonseed,2010,30
Sudan,Cottonseed,2011,30
Sudan,Sesame seed,2004,399
Sudan,Sesame seed,2005,277
Sudan,Sesame seed,2006,400
Sudan,Sesame seed,2007,242
Sudan,Sesame seed,2008,350
Sudan,Sesame seed,2009,318
Sudan,Sesame seed,2010,248
Sudan,Sesame seed,2011,363
Sudan,"Oilcrops, Other",2004,110
Sudan,"Oilcrops, Other",2005,101
Sudan,"Oilcrops, Other",2006,72
Sudan,"Oilcrops, Other",2007,72
Sudan,"Oilcrops, Other",2008,50
Sudan,"Oilcrops, Other",2009,78
Sudan,"Oilcrops, Other",2010,66
Sudan,"Oilcrops, Other",2011,127
Sudan,Groundnut Oil,2004,77
Sudan,Groundnut Oil,2005,22
Sudan,Groundnut Oil,2006,33
Sudan,Groundnut Oil,2007,34
Sudan,Groundnut Oil,2008,43
Sudan,Groundnut Oil,2009,69
Sudan,Groundnut Oil,2010,46
Sudan,Groundnut Oil,2011,100
Sudan,Sunflowerseed Oil,2004,2
Sudan,Sunflowerseed Oil,2005,4
Sudan,Sunflowerseed Oil,2006,13
Sudan,Sunflowerseed Oil,2007,22
Sudan,Sunflowerseed Oil,2008,29
Sudan,Sunflowerseed Oil,2009,75
Sudan,Sunflowerseed Oil,2010,14
Sudan,Sunflowerseed Oil,2011,37
Sudan,Cottonseed Oil,2004,25
Sudan,Cottonseed Oil,2005,30
Sudan,Cottonseed Oil,2006,24
Sudan,Cottonseed Oil,2007,21
Sudan,Cottonseed Oil,2008,11
Sudan,Cottonseed Oil,2009,15
Sudan,Cottonseed Oil,2010,4
Sudan,Cottonseed Oil,2011,6
Sudan,Sesameseed Oil,2004,58
Sudan,Sesameseed Oil,2005,62
Sudan,Sesameseed Oil,2006,55
Sudan,Sesameseed Oil,2007,64
Sudan,Sesameseed Oil,2008,60
Sudan,Sesameseed Oil,2009,69
Sudan,Sesameseed Oil,2010,63
Sudan,Sesameseed Oil,2011,45
Sudan,"Oilcrops Oil, Other",2004,4
Sudan,"Oilcrops Oil, Other",2005,1
Sudan,"Oilcrops Oil, Other",2006,7
Sudan,"Oilcrops Oil, Other",2007,6
Sudan,"Oilcrops Oil, Other",2008,6
Sudan,"Oilcrops Oil, Other",2009,30
Sudan,"Oilcrops Oil, Other",2010,33
Sudan,"Oilcrops Oil, Other",2011,29
Sudan,Tomatoes and products,2004,556
Sudan,Tomatoes and products,2005,484
Sudan,Tomatoes and products,2006,484
Sudan,Tomatoes and products,2007,642
Sudan,Tomatoes and products,2008,453
Sudan,Tomatoes and products,2009,480
Sudan,Tomatoes and products,2010,504
Sudan,Tomatoes and products,2011,529
Sudan,Onions,2004,1207
Sudan,Onions,2005,1216
Sudan,Onions,2006,1405
Sudan,Onions,2007,920
Sudan,Onions,2008,938
Sudan,Onions,2009,1024
Sudan,Onions,2010,1116
Sudan,Onions,2011,1116
Sudan,"Vegetables, Other",2004,1562
Sudan,"Vegetables, Other",2005,1552
Sudan,"Vegetables, Other",2006,1348
Sudan,"Vegetables, Other",2007,1428
Sudan,"Vegetables, Other",2008,1654
Sudan,"Vegetables, Other",2009,1533
Sudan,"Vegetables, Other",2010,1398
Sudan,"Vegetables, Other",2011,1446
Sudan,"Oranges, Mandarines",2004,142
Sudan,"Oranges, Mandarines",2005,146
Sudan,"Oranges, Mandarines",2006,193
Sudan,"Oranges, Mandarines",2007,130
Sudan,"Oranges, Mandarines",2008,135
Sudan,"Oranges, Mandarines",2009,134
Sudan,"Oranges, Mandarines",2010,144
Sudan,"Oranges, Mandarines",2011,144
Sudan,"Lemons, Limes and products",2004,168
Sudan,"Lemons, Limes and products",2005,160
Sudan,"Lemons, Limes and products",2006,251
Sudan,"Lemons, Limes and products",2007,224
Sudan,"Lemons, Limes and products",2008,233
Sudan,"Lemons, Limes and products",2009,216
Sudan,"Lemons, Limes and products",2010,228
Sudan,"Lemons, Limes and products",2011,229
Sudan,Grapefruit and products,2004,154
Sudan,Grapefruit and products,2005,129
Sudan,Grapefruit and products,2006,199
Sudan,Grapefruit and products,2007,156
Sudan,Grapefruit and products,2008,165
Sudan,Grapefruit and products,2009,174
Sudan,Grapefruit and products,2010,183
Sudan,Grapefruit and products,2011,184
Sudan,Bananas,2004,501
Sudan,Bananas,2005,589
Sudan,Bananas,2006,519
Sudan,Bananas,2007,540
Sudan,Bananas,2008,562
Sudan,Bananas,2009,624
Sudan,Bananas,2010,684
Sudan,Bananas,2011,687
Sudan,Pineapples and products,2004,5
Sudan,Pineapples and products,2005,5
Sudan,Pineapples and products,2006,5
Sudan,Pineapples and products,2007,5
Sudan,Pineapples and products,2008,5
Sudan,Pineapples and products,2009,5
Sudan,Pineapples and products,2010,5
Sudan,Pineapples and products,2011,7
Sudan,Dates,2004,336
Sudan,Dates,2005,328
Sudan,Dates,2006,348
Sudan,Dates,2007,336
Sudan,Dates,2008,339
Sudan,Dates,2009,422
Sudan,Dates,2010,431
Sudan,Dates,2011,432
Sudan,"Fruits, Other",2004,1030
Sudan,"Fruits, Other",2005,1104
Sudan,"Fruits, Other",2006,1232
Sudan,"Fruits, Other",2007,1066
Sudan,"Fruits, Other",2008,1091
Sudan,"Fruits, Other",2009,1119
Sudan,"Fruits, Other",2010,1139
Sudan,"Fruits, Other",2011,1212
Sudan,Pimento,2004,6
Sudan,Pimento,2005,8
Sudan,Pimento,2006,8
Sudan,Pimento,2007,5
Sudan,Pimento,2008,6
Sudan,Pimento,2009,7
Sudan,Pimento,2010,9
Sudan,Pimento,2011,10
Sudan,Beer,2004,0
Sudan,Beer,2005,0
Sudan,Beer,2006,0
Sudan,Beer,2007,0
Sudan,Beer,2008,0
Sudan,Beer,2009,0
Sudan,Beer,2010,0
Sudan,Beer,2011,0
Sudan,"Beverages, Fermented",2004,698
